               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 137,            0.013509,           0.0044159,           0.0039806,             0.60687,             0.60804,             0.59728,             0.40874,             0.01334,           0.0047922,           0.0060053,           0.0019977,           0.0019977,           0.0019977
                 138,             0.01323,           0.0044702,           0.0039411,             0.60861,             0.61093,             0.59728,             0.40964,            0.013317,           0.0047964,           0.0060097,           0.0019831,           0.0019831,           0.0019831
                 139,            0.013287,           0.0043858,           0.0038817,             0.59586,              0.6249,             0.59765,             0.41166,            0.013289,           0.0047925,           0.0060095,           0.0019685,           0.0019685,           0.0019685
                 140,            0.013095,           0.0043425,           0.0039339,             0.64109,             0.58374,             0.59622,              0.4106,             0.01326,           0.0047932,           0.0060267,           0.0019538,           0.0019538,           0.0019538
                 141,            0.013316,           0.0044007,           0.0037757,             0.63609,             0.59418,              0.5976,             0.41259,             0.01323,           0.0047888,           0.0060138,           0.0019392,           0.0019392,           0.0019392
                 142,            0.013451,           0.0044054,           0.0037722,             0.64696,             0.58663,             0.59744,             0.41202,            0.013211,           0.0047772,           0.0060356,           0.0019245,           0.0019245,           0.0019245
                 143,            0.013218,           0.0043842,           0.0038486,             0.65074,             0.58887,             0.59559,             0.41046,              0.0132,            0.004773,           0.0060615,           0.0019098,           0.0019098,           0.0019098
                 144,            0.013279,            0.004463,           0.0038094,             0.63432,             0.60443,             0.59573,             0.41163,            0.013184,           0.0047692,           0.0060692,           0.0018951,           0.0018951,           0.0018951
                 145,            0.013166,           0.0043673,            0.003692,             0.64805,             0.59552,              0.5949,             0.41221,            0.013167,           0.0047721,           0.0060657,           0.0018804,           0.0018804,           0.0018804
                 146,            0.013195,            0.004368,            0.003771,             0.64499,               0.602,             0.59608,              0.4108,             0.01315,           0.0047718,           0.0060433,           0.0018657,           0.0018657,           0.0018657
                 147,            0.013073,           0.0043017,           0.0037544,             0.65319,             0.60428,             0.59772,             0.41134,            0.013144,           0.0047716,           0.0060479,            0.001851,            0.001851,            0.001851
                 148,            0.013164,           0.0043768,           0.0036463,             0.65112,             0.60554,             0.59678,             0.41131,            0.013141,           0.0047708,           0.0060745,           0.0018362,           0.0018362,           0.0018362
                 149,            0.013172,           0.0044133,           0.0036534,             0.65398,             0.60173,             0.59658,             0.41173,            0.013142,             0.00477,           0.0060712,           0.0018215,           0.0018215,           0.0018215
                 150,            0.013049,           0.0043863,           0.0036788,             0.68614,             0.57605,             0.59607,             0.41241,             0.01314,           0.0047691,           0.0060611,           0.0018067,           0.0018067,           0.0018067
                 151,            0.013137,           0.0043838,           0.0037252,             0.68785,             0.57804,             0.59577,             0.41303,            0.013136,           0.0047673,           0.0060528,            0.001792,            0.001792,            0.001792
